Gene,Start
WBGene00004332,1
WBGene00004213,1
WBGene00003787,1
WBGene00003777,1
WBGene00004216,1
WBGene00003748,1
WBGene00003735,1
WBGene00004221,1
WBGene00004225,1
WBGene00004233,1
WBGene00004236,1
WBGene00004259,1
WBGene00004267,1
WBGene00004308,1
WBGene00004313,1
WBGene00003696,1
WBGene00003678,1
WBGene00004316,1
WBGene00004319,1
WBGene00004323,1
WBGene00005965,1
WBGene00006039,1
WBGene00006087,1
WBGene00002056,1
WBGene00006928,1
WBGene00006931,1
WBGene00002123,1
WBGene00006938,1
WBGene00002066,1
WBGene00006955,1
WBGene00006957,1
WBGene00006959,1
WBGene00006970,1
WBGene00002053,1
WBGene00002203,1
WBGene00002050,1
WBGene00006988,1
WBGene00002044,1
WBGene00006997,1
WBGene00006999,1
WBGene00007014,1
WBGene00002011,1
WBGene00007017,1
WBGene00007020,1
WBGene00006924,1
WBGene00002140,1
WBGene00002143,1
WBGene00006920,1
WBGene00006790,1
WBGene00006796,1
WBGene00006804,1
WBGene00006805,1
WBGene00002198,1
WBGene00002184,1
WBGene00006808,1
WBGene00006809,1
WBGene00006820,1
WBGene00006823,1
WBGene00006830,1
WBGene00006831,1
WBGene00006836,1
WBGene00006843,1
WBGene00006861,1
WBGene00006868,1
WBGene00002182,1
WBGene00002174,1
WBGene00006915,1
WBGene00007025,1
WBGene00002000,1
WBGene00007028,1
WBGene00007284,1
WBGene00007313,1
WBGene00007314,1
WBGene00007327,1
WBGene00001796,1
WBGene00001768,1
WBGene00001766,1
WBGene00001709,1
WBGene00007348,1
WBGene00001705,1
WBGene00007349,1
WBGene00001683,1
WBGene00007430,1
WBGene00001666,1
WBGene00001647,1
WBGene00007446,1
WBGene00001624,1
WBGene00001608,1
WBGene00007492,1
WBGene00007503,1
WBGene00007307,1
WBGene00007235,1
WBGene00007030,1
WBGene00001803,1
WBGene00007048,1
WBGene00007050,1
WBGene00001993,1
WBGene00001987,1
WBGene00007071,1
WBGene00007100,1
WBGene00007108,1
WBGene00007116,1
WBGene00007137,1
WBGene00007141,1
WBGene00007154,1
WBGene00001857,1
WBGene00007166,1
WBGene00003931,1
WBGene00001828,1
WBGene00007188,1
WBGene00007212,1
WBGene00007230,1
WBGene00001817,1
WBGene00006788,1
WBGene00002205,1
WBGene00006120,1
WBGene00003006,1
WBGene00006391,1
WBGene00006396,1
WBGene00006423,1
WBGene00006428,1
WBGene00006432,1
WBGene00003020,1
WBGene00003012,1
WBGene00006439,1
WBGene00006463,1
WBGene00006476,1
WBGene00006781,1
WBGene00006477,1
WBGene00006479,1
WBGene00003002,1
WBGene00002996,1
WBGene00002991,1
WBGene00002978,1
WBGene00006498,1
WBGene00006508,1
WBGene00006524,1
WBGene00003036,1
WBGene00003047,1
WBGene00003060,1
WBGene00006373,1
WBGene00003149,1
WBGene00003142,1
WBGene00006150,1
WBGene00006157,1
WBGene00006183,1
WBGene00003123,1
WBGene00003111,1
WBGene00006189,1
WBGene00003107,1
WBGene00006251,1
WBGene00006266,1
WBGene00006282,1
WBGene00006306,1
WBGene00003100,1
WBGene00006331,1
WBGene00003090,1
WBGene00006352,1
WBGene00003064,1
WBGene00003063,1
WBGene00002915,1
WBGene00006532,1
WBGene00006533,1
WBGene00002251,1
WBGene00006718,1
WBGene00002245,1
WBGene00002244,1
WBGene00006742,1
WBGene00002241,1
WBGene00006749,1
WBGene00006750,1
WBGene00006752,1
WBGene00002228,1
WBGene00002226,1
WBGene00006759,1
WBGene00006762,1
WBGene00006763,1
WBGene00002222,1
WBGene00006767,1
WBGene00006768,1
WBGene00002219,1
WBGene00006771,1
WBGene00006779,1
WBGene00002248,1
WBGene00006695,1
WBGene00006535,1
WBGene00002252,1
WBGene00002717,1
WBGene00006541,1
WBGene00006563,1
WBGene00002632,1
WBGene00006565,1
WBGene00006567,1
WBGene00006571,1
WBGene00006587,1
WBGene00006595,1
WBGene00002363,1
WBGene00002335,1
WBGene00006596,1
WBGene00002299,1
WBGene00006615,1
WBGene00006631,1
WBGene00006662,1
WBGene00002266,1
WBGene00002264,1
WBGene00006691,1
WBGene00004931,1
WBGene00303364,1
WBGene00010320,1
WBGene00020558,1
WBGene00020389,1
WBGene00020398,1
WBGene00020420,1
WBGene00020421,1
WBGene00020424,1
WBGene00020456,1
WBGene00020471,1
WBGene00020474,1
WBGene00020503,1
WBGene00020527,1
WBGene00020544,1
WBGene00020555,1
WBGene00020666,1
WBGene00020317,1
WBGene00020667,1
WBGene00020672,1
WBGene00020684,1
WBGene00020696,1
WBGene00020703,1
WBGene00020732,1
WBGene00020762,1
WBGene00020792,1
WBGene00020795,1
WBGene00020834,1
WBGene00020839,1
WBGene00020842,1
WBGene00020348,1
WBGene00020299,1
WBGene00020930,1
WBGene00020163,1
WBGene00020031,1
WBGene00020035,1
WBGene00020048,1
WBGene00020051,1
WBGene00020073,1
WBGene00020089,1
WBGene00020114,1
WBGene00020116,1
WBGene00020134,1
WBGene00020140,1
WBGene00020148,1
WBGene00020158,1
WBGene00020172,1
WBGene00020294,1
WBGene00020175,1
WBGene00020177,1
WBGene00020185,1
WBGene00020187,1
WBGene00020208,1
WBGene00020230,1
WBGene00020231,1
WBGene00020251,1
WBGene00020254,1
WBGene00020262,1
WBGene00020275,1
WBGene00020280,1
WBGene00020911,1
WBGene00020932,1
WBGene00010325,1
WBGene00021430,1
WBGene00021309,1
WBGene00021316,1
WBGene00021340,1
WBGene00021350,1
WBGene00021352,1
WBGene00021353,1
WBGene00021365,1
WBGene00021366,1
WBGene00021381,1
WBGene00021390,1
WBGene00021421,1
WBGene00021428,1
WBGene00021438,1
WBGene00021276,1
WBGene00021449,1
WBGene00021461,1
WBGene00021463,1
WBGene00021465,1
WBGene00021472,1
WBGene00021473,1
WBGene00021474,1
WBGene00021477,1
WBGene00021482,1
WBGene00021485,1
WBGene00021496,1
WBGene00021517,1
WBGene00021292,1
WBGene00021256,1
WBGene00020935,1
WBGene00021073,1
WBGene00020938,1
WBGene00020952,1
WBGene00020955,1
WBGene00020957,1
WBGene00020985,1
WBGene00020989,1
WBGene00020993,1
WBGene00021002,1
WBGene00021017,1
WBGene00021020,1
WBGene00021038,1
WBGene00021058,1
WBGene00021083,1
WBGene00021245,1
WBGene00021095,1
WBGene00021103,1
WBGene00021104,1
WBGene00021152,1
WBGene00021161,1
WBGene00021186,1
WBGene00021191,1
WBGene00021204,1
WBGene00021207,1
WBGene00021238,1
WBGene00021241,1
WBGene00021244,1
WBGene00020022,1
WBGene00020017,1
WBGene00020012,1
WBGene00018932,1
WBGene00018747,1
WBGene00018771,1
WBGene00018788,1
WBGene00018816,1
WBGene00018833,1
WBGene00018840,1
WBGene00018847,1
WBGene00018849,1
WBGene00018853,1
WBGene00018857,1
WBGene00018866,1
WBGene00018872,1
WBGene00018954,1
WBGene00018741,1
WBGene00018966,1
WBGene00018969,1
WBGene00018976,1
WBGene00018987,1
WBGene00018996,1
WBGene00019034,1
WBGene00019055,1
WBGene00019069,1
WBGene00019092,1
WBGene00019102,1
WBGene00019113,1
WBGene00019130,1
WBGene00018743,1
WBGene00018721,1
WBGene00019994,1
WBGene00018520,1
WBGene00018316,1
WBGene00018323,1
WBGene00018349,1
WBGene00018369,1
WBGene00018371,1
WBGene00018374,1
WBGene00018377,1
WBGene00018403,1
WBGene00018434,1
WBGene00018462,1
WBGene00018472,1
WBGene00018478,1
WBGene00018543,1
WBGene00018718,1
WBGene00018566,1
WBGene00018572,1
WBGene00018600,1
WBGene00018608,1
WBGene00018618,1
WBGene00018625,1
WBGene00018627,1
WBGene00018669,1
WBGene00018682,1
WBGene00018706,1
WBGene00018711,1
WBGene00018716,1
WBGene00019153,1
WBGene00019174,1
WBGene00019198,1
WBGene00019787,1
WBGene00019640,1
WBGene00019649,1
WBGene00019656,1
WBGene00019682,1
WBGene00019697,1
WBGene00019726,1
WBGene00019754,1
WBGene00019756,1
WBGene00019757,1
WBGene00019764,1
WBGene00019768,1
WBGene00019786,1
WBGene00019792,1
WBGene00019209,1
WBGene00019812,1
WBGene00019821,1
WBGene00019822,1
WBGene00019825,1
WBGene00019836,1
WBGene00019844,1
WBGene00019847,1
WBGene00019872,1
WBGene00019902,1
WBGene00019949,1
WBGene00019965,1
WBGene00019971,1
WBGene00019616,1
WBGene00019592,1
WBGene00019589,1
WBGene00019587,1
WBGene00019240,1
WBGene00019241,1
WBGene00019287,1
WBGene00019313,1
WBGene00019323,1
WBGene00019338,1
WBGene00019341,1
WBGene00019343,1
WBGene00019346,1
WBGene00019347,1
WBGene00019362,1
WBGene00019367,1
WBGene00019369,1
WBGene00019395,1
WBGene00019407,1
WBGene00019408,1
WBGene00019462,1
WBGene00019466,1
WBGene00019483,1
WBGene00019511,1
WBGene00019525,1
WBGene00019540,1
WBGene00019543,1
WBGene00019547,1
WBGene00019562,1
WBGene00021524,1
WBGene00021534,1
WBGene00021545,1
WBGene00077763,1
WBGene00045043,1
WBGene00045364,1
WBGene00045474,1
WBGene00045475,1
WBGene00046487,1
WBGene00047049,1
WBGene00048593,1
WBGene00048602,1
WBGene00077508,1
WBGene00077607,1
WBGene00077690,1
WBGene00077761,1
WBGene00077775,1
WBGene00044895,1
WBGene00119203,1
WBGene00167239,1
WBGene00184956,1
WBGene00189943,1
WBGene00189950,1
WBGene00189956,1
WBGene00194744,1
WBGene00194746,1
WBGene00194842,1
WBGene00194912,1
WBGene00194985,1
WBGene00195165,1
WBGene00044911,1
WBGene00044803,1
WBGene00044035,1
WBGene00044403,1
WBGene00044074,1
WBGene00044091,1
WBGene00044136,1
WBGene00044138,1
WBGene00044142,1
WBGene00044149,1
WBGene00044187,1
WBGene00044207,1
WBGene00044233,1
WBGene00044260,1
WBGene00044300,1
WBGene00044305,1
WBGene00044418,1
WBGene00044726,1
WBGene00044438,1
WBGene00044539,1
WBGene00044544,1
WBGene00044564,1
WBGene00044570,1
WBGene00044575,1
WBGene00044618,1
WBGene00044630,1
WBGene00044636,1
WBGene00044637,1
WBGene00044641,1
WBGene00044651,1
WBGene00195186,1
WBGene00195256,1
WBGene00195387,1
WBGene00219711,1
WBGene00219478,1
WBGene00219567,1
WBGene00219598,1
WBGene00219600,1
WBGene00219601,1
WBGene00219615,1
WBGene00219620,1
WBGene00219628,1
WBGene00219633,1
WBGene00219644,1
WBGene00219650,1
WBGene00219673,1
WBGene00219712,1
WBGene00196753,1
WBGene00219753,1
WBGene00220075,1
WBGene00220256,1
WBGene00220261,1
WBGene00235152,1
WBGene00235256,1
WBGene00235263,1
WBGene00235287,1
WBGene00235352,1
WBGene00269432,1
WBGene00271798,1
WBGene00284848,1
WBGene00219399,1
WBGene00219372,1
WBGene00219337,1
WBGene00219293,1
WBGene00197060,1
WBGene00197923,1
WBGene00197991,1
WBGene00198119,1
WBGene00198310,1
WBGene00199247,1
WBGene00199485,1
WBGene00199508,1
WBGene00199708,1
WBGene00200489,1
WBGene00200718,1
WBGene00200723,1
WBGene00200849,1
WBGene00201074,1
WBGene00201224,1
WBGene00201593,1
WBGene00201721,1
WBGene00201967,1
WBGene00202056,1
WBGene00202484,1
WBGene00202492,1
WBGene00206364,1
WBGene00206370,1
WBGene00206524,1
WBGene00219208,1
WBGene00044061,1
WBGene00043056,1
WBGene00021551,1
WBGene00021987,1
WBGene00021859,1
WBGene00021863,1
WBGene00021875,1
WBGene00021881,1
WBGene00021882,1
WBGene00021890,1
WBGene00021913,1
WBGene00021914,1
WBGene00021922,1
WBGene00021931,1
WBGene00021948,1
WBGene00021983,1
WBGene00022010,1
WBGene00021840,1
WBGene00022013,1
WBGene00022048,1
WBGene00022052,1
WBGene00022054,1
WBGene00022056,1
WBGene00022074,1
WBGene00022090,1
WBGene00022103,1
WBGene00022107,1
WBGene00022117,1
WBGene00022121,1
WBGene00022128,1
WBGene00021846,1
WBGene00021830,1
WBGene00023519,1
WBGene00021714,1
WBGene00021558,1
WBGene00021594,1
WBGene00021597,1
WBGene00021599,1
WBGene00021601,1
WBGene00021613,1
WBGene00021627,1
WBGene00021636,1
WBGene00021645,1
WBGene00021678,1
WBGene00021702,1
WBGene00021703,1
WBGene00021749,1
WBGene00021827,1
WBGene00021750,1
WBGene00021753,1
WBGene00021758,1
WBGene00021765,1
WBGene00021772,1
WBGene00021776,1
WBGene00021778,1
WBGene00021800,1
WBGene00021810,1
WBGene00021813,1
WBGene00021814,1
WBGene00021815,1
WBGene00022140,1
WBGene00022150,1
WBGene00022153,1
WBGene00022682,1
WBGene00022501,1
WBGene00022518,1
WBGene00022531,1
WBGene00022536,1
WBGene00022546,1
WBGene00022549,1
WBGene00022580,1
WBGene00022589,1
WBGene00022606,1
WBGene00022632,1
WBGene00022675,1
WBGene00022681,1
WBGene00022717,1
WBGene00022168,1
WBGene00022720,1
WBGene00022727,1
WBGene00022730,1
WBGene00022753,1
WBGene00022797,1
WBGene00022816,1
WBGene00022835,1
WBGene00023404,1
WBGene00023414,1
WBGene00023489,1
WBGene00023492,1
WBGene00023503,1
WBGene00022499,1
WBGene00022423,1
WBGene00022415,1
WBGene00022391,1
WBGene00022172,1
WBGene00022174,1
WBGene00022175,1
WBGene00022181,1
WBGene00022188,1
WBGene00022195,1
WBGene00022202,1
WBGene00022206,1
WBGene00022218,1
WBGene00022219,1
WBGene00022223,1
WBGene00022242,1
WBGene00022254,1
WBGene00022273,1
WBGene00022274,1
WBGene00022279,1
WBGene00022300,1
WBGene00022316,1
WBGene00022329,1
WBGene00022358,1
WBGene00022365,1
WBGene00022369,1
WBGene00022375,1
WBGene00022380,1
WBGene00022386,1
WBGene00018315,1
WBGene00018283,1
WBGene00018193,1
WBGene00012758,1
WBGene00012656,1
WBGene00012663,1
WBGene00012672,1
WBGene00012673,1
WBGene00012686,1
WBGene00012688,1
WBGene00012701,1
WBGene00012702,1
WBGene00012707,1
WBGene00012712,1
WBGene00012713,1
WBGene00012744,1
WBGene00012759,1
WBGene00012605,1
WBGene00012765,1
WBGene00012785,1
WBGene00012802,1
WBGene00012804,1
WBGene00012809,1
WBGene00012811,1
WBGene00012813,1
WBGene00012829,1
WBGene00012856,1
WBGene00012857,1
WBGene00012894,1
WBGene00012904,1
WBGene00012641,1
WBGene00303233,1
WBGene00012274,1
WBGene00012393,1
WBGene00012293,1
WBGene00012298,1
WBGene00012323,1
WBGene00012330,1
WBGene00012337,1
WBGene00012341,1
WBGene00012342,1
WBGene00012352,1
WBGene00012369,1
WBGene00012374,1
WBGene00012389,1
WBGene00012390,1
WBGene00012423,1
WBGene00012582,1
WBGene00012445,1
WBGene00012459,1
WBGene00012460,1
WBGene00012463,1
WBGene00012471,1
WBGene00012479,1
WBGene00012487,1
WBGene00012538,1
WBGene00012543,1
WBGene00012556,1
WBGene00012558,1
WBGene00012576,1
WBGene00012911,1
WBGene00012917,1
WBGene00012933,1
WBGene00013265,1
WBGene00013186,1
WBGene00013194,1
WBGene00013197,1
WBGene00013202,1
WBGene00013217,1
WBGene00013222,1
WBGene00013228,1
WBGene00013241,1
WBGene00013243,1
WBGene00013259,1
WBGene00013261,1
WBGene00013264,1
WBGene00013270,1
WBGene00012947,1
WBGene00013286,1
WBGene00013287,1
WBGene00013321,1
WBGene00013332,1
WBGene00013340,1
WBGene00013343,1
WBGene00013353,1
WBGene00013359,1
WBGene00013365,1
WBGene00013366,1
WBGene00013379,1
WBGene00013382,1
WBGene00013176,1
WBGene00013173,1
WBGene00013160,1
WBGene00013137,1
WBGene00012967,1
WBGene00012977,1
WBGene00012978,1
WBGene00012982,1
WBGene00012983,1
WBGene00012995,1
WBGene00012996,1
WBGene00012998,1
WBGene00013007,1
WBGene00013015,1
WBGene00013021,1
WBGene00013037,1
WBGene00013040,1
WBGene00013043,1
WBGene00013048,1
WBGene00013078,1
WBGene00013083,1
WBGene00013086,1
WBGene00013094,1
WBGene00013095,1
WBGene00013100,1
WBGene00013104,1
WBGene00013107,1
WBGene00013122,1
WBGene00013126,1
WBGene00012285,1
WBGene00012272,1
WBGene00013424,1
WBGene00011131,1
WBGene00010867,1
WBGene00010879,1
WBGene00010907,1
WBGene00010950,1
WBGene00010975,1
WBGene00010986,1
WBGene00011043,1
WBGene00011055,1
WBGene00011071,1
WBGene00011094,1
WBGene00011096,1
WBGene00011097,1
WBGene00011142,1
WBGene00010809,1
WBGene00011173,1
WBGene00011190,1
WBGene00011207,1
WBGene00011227,1
WBGene00011273,1
WBGene00011277,1
WBGene00011283,1
WBGene00011304,1
WBGene00011311,1
WBGene00011326,1
WBGene00011344,1
WBGene00011353,1
WBGene00010828,1
WBGene00010802,1
WBGene00012235,1
WBGene00010551,1
WBGene00010338,1
WBGene00010366,1
WBGene00010370,1
WBGene00010374,1
WBGene00010391,1
WBGene00010433,1
WBGene00010435,1
WBGene00010439,1
WBGene00010453,1
WBGene00010483,1
WBGene00010510,1
WBGene00010519,1
WBGene00010602,1
WBGene00010788,1
WBGene00010614,1
WBGene00010623,1
WBGene00010644,1
WBGene00010666,1
WBGene00010681,1
WBGene00010682,1
WBGene00010701,1
WBGene00010712,1
WBGene00010714,1
WBGene00010755,1
WBGene00010765,1
WBGene00010768,1
WBGene00011359,1
WBGene00011382,1
WBGene00011411,1
WBGene00012043,1
WBGene00011959,1
WBGene00011962,1
WBGene00011964,1
WBGene00011965,1
WBGene00011966,1
WBGene00011970,1
WBGene00011975,1
WBGene00011990,1
WBGene00011995,1
WBGene00012007,1
WBGene00012018,1
WBGene00012019,1
WBGene00012068,1
WBGene00011433,1
WBGene00012115,1
WBGene00012120,1
WBGene00012123,1
WBGene00012124,1
WBGene00012137,1
WBGene00012139,1
WBGene00012182,1
WBGene00012195,1
WBGene00012197,1
WBGene00012198,1
WBGene00012222,1
WBGene00012230,1
WBGene00011956,1
WBGene00011941,1
WBGene00011939,1
WBGene00011924,1
WBGene00011436,1
WBGene00011476,1
WBGene00011493,1
WBGene00011554,1
WBGene00011568,1
WBGene00011587,1
WBGene00011596,1
WBGene00011597,1
WBGene00011612,1
WBGene00011621,1
WBGene00011658,1
WBGene00011661,1
WBGene00011663,1
WBGene00011675,1
WBGene00011681,1
WBGene00011706,1
WBGene00011726,1
WBGene00011732,1
WBGene00011767,1
WBGene00011827,1
WBGene00011836,1
WBGene00011860,1
WBGene00011878,1
WBGene00011904,1
WBGene00011914,1
WBGene00013385,1
WBGene00013427,1
WBGene00018191,1
WBGene00016797,1
WBGene00016659,1
WBGene00016673,1
WBGene00016676,1
WBGene00016680,1
WBGene00016697,1
WBGene00016704,1
WBGene00016725,1
WBGene00016731,1
WBGene00016757,1
WBGene00016762,1
WBGene00016765,1
WBGene00016791,1
WBGene00016812,1
WBGene00016613,1
WBGene00016829,1
WBGene00016836,1
WBGene00016845,1
WBGene00016849,1
WBGene00016905,1
WBGene00016907,1
WBGene00016914,1
WBGene00016918,1
WBGene00016951,1
WBGene00017004,1
WBGene00017007,1
WBGene00017018,1
WBGene00016654,1
WBGene00016603,1
WBGene00016077,1
WBGene00016407,1
WBGene00016129,1
WBGene00016160,1
WBGene00016173,1
WBGene00016177,1
WBGene00016253,1
WBGene00016259,1
WBGene00016261,1
WBGene00016292,1
WBGene00016309,1
WBGene00016315,1
WBGene00016389,1
WBGene00016393,1
WBGene00016415,1
WBGene00016570,1
WBGene00016417,1
WBGene00016432,1
WBGene00016469,1
WBGene00016508,1
WBGene00016513,1
WBGene00016530,1
WBGene00016539,1
WBGene00016540,1
WBGene00016542,1
WBGene00016550,1
WBGene00016555,1
WBGene00016557,1
WBGene00017039,1
WBGene00017054,1
WBGene00017071,1
WBGene00017907,1
WBGene00017576,1
WBGene00017578,1
WBGene00017580,1
WBGene00017590,1
WBGene00017674,1
WBGene00017678,1
WBGene00017699,1
WBGene00017773,1
WBGene00017782,1
WBGene00017798,1
WBGene00017889,1
WBGene00017899,1
WBGene00017931,1
WBGene00017083,1
WBGene00017934,1
WBGene00017957,1
WBGene00017976,1
WBGene00017979,1
WBGene00018035,1
WBGene00018044,1
WBGene00018075,1
WBGene00018076,1
WBGene00018093,1
WBGene00018094,1
WBGene00018141,1
WBGene00018150,1
WBGene00017552,1
WBGene00017530,1
WBGene00017515,1
WBGene00017463,1
WBGene00017108,1
WBGene00017146,1
WBGene00017177,1
WBGene00017193,1
WBGene00017201,1
WBGene00017210,1
WBGene00017220,1
WBGene00017230,1
WBGene00017237,1
WBGene00017258,1
WBGene00017266,1
WBGene00017280,1
WBGene00017286,1
WBGene00017312,1
WBGene00017319,1
WBGene00017332,1
WBGene00017335,1
WBGene00017381,1
WBGene00017389,1
WBGene00017403,1
WBGene00017421,1
WBGene00017429,1
WBGene00017431,1
WBGene00017435,1
WBGene00017445,1
WBGene00016104,1
WBGene00016073,1
WBGene00013429,1
WBGene00013970,1
WBGene00013865,1
WBGene00013872,1
WBGene00013883,1
WBGene00013899,1
WBGene00013900,1
WBGene00013911,1
WBGene00013914,1
WBGene00013919,1
WBGene00013944,1
WBGene00013946,1
WBGene00013950,1
WBGene00013955,1
WBGene00014012,1
WBGene00013805,1
WBGene00014028,1
WBGene00014033,1
WBGene00014035,1
WBGene00014051,1
WBGene00014057,1
WBGene00014073,1
WBGene00014078,1
WBGene00014094,1
WBGene00014145,1
WBGene00014151,1
WBGene00014176,1
WBGene00014202,1
WBGene00013845,1
WBGene00013750,1
WBGene00016025,1
WBGene00013601,1
WBGene00013434,1
WBGene00013443,1
WBGene00013455,1
WBGene00013458,1
WBGene00013482,1
WBGene00013487,1
WBGene00013496,1
WBGene00013529,1
WBGene00013538,1
WBGene00013550,1
WBGene00013579,1
WBGene00013595,1
WBGene00013650,1
WBGene00013746,1
WBGene00013651,1
WBGene00013668,1
WBGene00013676,1
WBGene00013677,1
WBGene00013688,1
WBGene00013693,1
WBGene00013709,1
WBGene00013711,1
WBGene00013735,1
WBGene00013739,1
WBGene00013740,1
WBGene00013744,1
WBGene00014208,1
WBGene00014761,1
WBGene00014997,1
WBGene00015653,1
WBGene00015481,1
WBGene00015492,1
WBGene00015494,1
WBGene00015512,1
WBGene00015525,1
WBGene00015561,1
WBGene00015591,1
WBGene00015600,1
WBGene00015608,1
WBGene00015609,1
WBGene00015633,1
WBGene00015650,1
WBGene00015662,1
WBGene00015002,1
WBGene00015704,1
WBGene00015743,1
WBGene00015796,1
WBGene00015797,1
WBGene00015828,1
WBGene00015868,1
WBGene00015926,1
WBGene00015944,1
WBGene00015948,1
WBGene00015968,1
WBGene00015988,1
WBGene00016013,1
WBGene00015476,1
WBGene00015442,1
WBGene00015435,1
WBGene00015433,1
WBGene00015005,1
WBGene00015008,1
WBGene00015027,1
WBGene00015029,1
WBGene00015038,1
WBGene00015076,1
WBGene00015100,1
WBGene00015115,1
WBGene00015156,1
WBGene00015160,1
WBGene00015165,1
WBGene00015188,1
WBGene00015199,1
WBGene00015249,1
WBGene00015279,1
WBGene00015288,1
WBGene00015296,1
WBGene00015298,1
WBGene00015299,1
WBGene00015300,1
WBGene00015301,1
WBGene00015372,1
WBGene00015377,1
WBGene00015378,1
WBGene00015430,1
WBGene00012598,1
